Year,Value
1990,13.9
1991,14.1
1992,13.6
1993,13.5
1994,12.5
1995,13.4
1996,13.5
1997,12.9
1998,12.9
1999,12.8
2000,13.2
2001,12.4
2002,12.5
2003,12.2
2004,12.1
2005,12.4
2006,12.4
2007,12.5
2008,12.0
2009,11.3
2010,12.1
2011,11.9
2012,12.1
2013,11.6
2014,12.2
2015,11.4
