Year,Value
1996,5.1
1997,5.0
1998,5.0
1999,5.1
2000,3.1
2001,2.9
2002,3.0
2003,3.0
2004,3.1
2005,2.9
2006,3.3
2007,3.9
2008,4.3
2009,4.9
2010,5.8
2011,5.7
2012,5.7
2013,5.8
2014,5.8
2015,5.7
