Year,Value
1990,9.8
1991,9.1
1992,7.8
1993,8.1
1994,8.2
1995,8.3
1996,8.0
1997,8.3
1998,8.0
1999,8.9
2000,7.9
2001,9.2
2002,12.0
2003,11.8
2004,11.5
2005,13.0
2006,13.4
2007,14.8
2008,14.2
2009,11.9
2010,11.4
2011,12.0
2012,12.1
2013,11.9
2014,11.1
2015,10.6
