Year,Value
1996,6.0
1997,5.9
1998,5.8
1999,6.1
2000,6.2
2001,6.5
2002,6.9
2003,6.9
2004,6.5
2005,6.5
2006,6.8
2007,7.0
2008,7.0
2009,7.3
2010,7.3
2011,7.4
2012,7.2
2013,7.3
2014,7.2
2015,7.2
