Year,Value
1990,12.9
1991,12.9
1992,12.3
1993,12.1
1994,11.8
1995,11.4
1996,11.3
1997,11.2
1998,11.1
1999,11.1
2000,11.2
2001,11.1
2002,10.8
2003,10.8
2004,10.7
2005,10.1
2006,10.2
2007,10.4
2008,10.2
2009,10.1
2010,10.0
2011,10.0
2012,9.9
2013,9.9
2014,9.5
2015,9.5
