Year,Value
1990,8.6
1991,8.0
1992,7.8
1993,7.7
1994,7.7
1995,8.3
1996,7.4
1997,6.6
1998,7.3
1999,7.6
2000,6.2
2001,6.2
2002,5.5
2003,6.5
2004,6.8
2005,7.2
2006,6.9
2007,7.4
2008,7.4
2009,7.2
2010,7.6
2011,7.1
2012,8.3
2013,7.2
2014,7.9
2015,7.9
