Year,Value
1990,5.3
1991,5.5
1992,5.3
1993,4.9
1994,5.2
1995,5.9
1996,6.0
1997,5.9
1998,5.7
1999,5.9
2000,7.4
2001,7.2
2002,7.1
2003,6.9
2004,6.8
2005,6.9
2006,7.0
2007,7.1
2008,7.1
2009,7.2
2010,7.4
2011,7.4
2012,7.3
2013,7.1
2014,7.2
2015,7.0
