Year,Value
1990,8.3
1991,8.8
1992,8.3
1993,8.4
1994,8.3
1995,8.1
1996,8.1
1997,8.6
1998,8.4
1999,8.3
2000,8.4
2001,7.8
2002,8.1
2003,9.1
2004,9.2
2005,9.1
2006,9.9
2007,10.3
2008,10.8
2009,10.2
2010,10.0
2011,10.3
2012,10.2
2013,10.8
2014,10.5
2015,10.5
