Year,Value
1996,19.2
1997,17.5
1998,16.9
1999,17.5
2000,18.8
2001,19.4
2002,19.8
2003,19.8
2004,19.3
2005,18.5
2006,17.0
2007,15.7
2008,15.8
2009,14.3
2010,13.5
2011,12.4
2012,11.9
2013,11.6
2014,11.1
2015,10.5
