Year,Value
1990,9.8
1991,9.4
1992,9.3
1993,9.3
1994,9.6
1995,9.3
1996,9.8
1997,10.0
1998,9.8
1999,10.3
2000,10.4
2001,10.8
2002,11.1
2003,11.3
2004,11.6
2005,11.4
2006,11.0
2007,11.1
2008,10.8
2009,10.1
2010,10.1
2011,9.9
2012,9.6
2013,9.4
2014,9.4
2015,9.5
