Year,Value
1990,9.3
1991,8.7
1992,8.7
1993,8.4
1994,8.3
1995,8.1
1996,8.2
1997,8.1
1998,8.1
1999,8.2
2000,8.3
2001,8.3
2002,8.3
2003,8.4
2004,8.4
2005,8.5
2006,8.6
2007,8.7
2008,8.7
2009,8.7
2010,8.6
2011,8.7
2012,8.9
2013,8.8
2014,8.8
2015,8.8
