Year,Value
1990,7.0
1991,7.3
1992,6.2
1993,6.7
1994,6.8
1995,7.0
1996,6.7
1997,6.5
1998,6.6
1999,6.3
2000,4.5
2001,4.3
2002,4.3
2003,4.2
2004,4.2
2005,4.3
2006,4.4
2007,4.6
2008,4.4
2009,4.3
2010,4.2
2011,4.3
2012,4.4
2013,4.3
2014,4.3
2015,4.4
