Year,Value
1990,4.9
1991,4.8
1992,5.3
1993,5.2
1994,5.2
1995,5.1
1996,5.3
1997,4.8
1998,4.9
1999,4.9
2000,5.0
2001,4.9
2002,4.8
2003,4.9
2004,4.9
2005,4.9
2006,5.1
2007,4.1
2008,4.0
2009,4.3
2010,4.0
2011,4.0
2012,3.9
2013,3.9
2014,4.0
2015,4.4
