Year,Value
1996,10.7
1997,10.8
1998,10.0
1999,10.0
2000,11.0
2001,10.8
2002,10.8
2003,9.9
2004,10.1
2005,11.0
2006,10.6
2007,10.7
2008,11.2
2009,10.7
2010,10.1
2011,10.2
2012,10.1
2013,9.9
2014,10.1
2015,10.2
