Year,Value
1996,5.6
1997,5.6
1998,5.6
1999,5.4
2000,4.3
2001,4.3
2002,4.2
2003,4.1
2004,4.1
2005,4.1
2006,4.2
2007,4.3
2008,4.3
2009,4.2
2010,3.7
2011,3.5
2012,3.4
2013,3.5
2014,3.6
2015,3.6
