Year,Value
1996,7.1
1997,7.3
1998,6.4
1999,6.8
2000,9.7
2001,10.5
2002,11.1
2003,11.3
2004,12.2
2005,12.5
2006,13.2
2007,13.9
2008,13.9
2009,13.1
2010,13.5
2011,14.7
2012,14.7
2013,14.5
2014,14.2
2015,14.0
